46,15
46,16
46,17
46,18
47,12
47,13
47,14
47,15
47,16
47,17
48,13
48,14
48,15
48,16
49,14
49,15
50,14
14,50
15,49
15,50
16,48
16,49
16,50
16,51
17,47
17,48
17,49
17,50
17,51
17,52
18,46
18,47
18,48
18,49
18,50
18,51
18,52
18,53
19,45
19,46
19,47
19,48
19,49
19,50
19,51
19,52
19,53
20,44
20,45
20,46
20,47
20,48
20,49
20,50
20,51
20,52
20,53
20,54
21,45
21,46
21,47
21,48
21,49
21,50
21,51
21,52
21,53
21,54
21,55
22,46
22,47
22,48
22,49
22,50
22,51
22,52
22,53
22,54
22,55
23,47
23,48
23,49
23,50
23,51
23,52
23,53
23,54
23,55
24,47
24,48
24,49
24,50
24,51
24,52
24,53
24,54
24,55
24,56
25,48
25,49
25,50
25,51
25,52
25,53
25,54
25,55
25,56
26,48
26,49
26,50
26,51
26,52
26,53
26,54
26,55
26,56
27,49
27,50
27,51
27,52
27,53
27,54
27,55
27,56
28,49
28,50
28,51
28,52
28,53
28,54
28,55
28,56
28,57
29,49
29,50
29,51
29,52
29,53
29,54
29,55
29,56
29,57
30,49
30,50
30,51
30,52
30,53
30,54
30,55
30,56
30,57
31,49
31,50
31,51
31,52
31,53
31,54
31,55
31,56
31,57
32,49
32,50
32,51
32,52
32,53
32,54
32,55
32,56
32,57
33,49
33,50
33,51
33,52
33,53
33,54
33,55
33,56
33,57
34,49
34,50
34,51
34,52
34,53
34,54
34,55
34,56
34,57
35,49
35,50
35,51
35,52
35,53
35,54
35,55
35,56
35,57
36,49
36,50
36,51
36,52
36,53
36,54
36,55
36,56
36,57
37,49
37,50
37,51
37,52
37,53
37,54
37,55
37,56
38,48
38,49
38,50
38,51
38,52
38,53
38,54
38,55
38,56
39,48
39,49
39,50
39,51
39,52
39,53
39,54
39,55
39,56
40,47
40,48
40,49
40,50
40,51
40,52
40,53
40,54
40,55
40,56
41,47
41,48
41,49
41,50
41,51
41,52
41,53
41,54
41,55
42,46
42,47
42,48
42,49
42,50
42,51
42,52
42,53
42,54
42,55
43,45
43,46
43,47
43,48
43,49
43,50
43,51
43,52
43,53
43,54
43,55
44,44
44,45
44,46
44,47
44,48
44,49
44,50
44,51
44,52
44,53
44,54
45,45
45,46
45,47
45,48
45,49
45,50
45,51
45,52
45,53
46,46
46,47
46,48
46,49
46,50
46,51
46,52
46,53
47,47
47,48
47,49
47,50
47,51
47,52
48,48
48,49
48,50
48,51
49,49
49,50
50,50
41,30
41,31
41,32
41,33
41,34
42,29
42,30
42,31
42,32
42,33
42,34
42,35
43,28
43,29
43,30
43,31
43,32
43,33
43,34
43,35
43,36
44,28
44,29
44,30
44,31
44,32
44,33
44,34
44,35
44,36
45,28
45,29
45,30
45,31
45,32
45,33
45,34
45,35
45,36
46,28
46,29
46,30
46,31
46,32
46,33
46,34
46,35
46,36
47,28
47,29
47,30
47,31
47,32
47,33
47,34
47,35
47,36
48,29
48,30
48,31
48,32
48,33
48,34
48,35
49,30
49,31
49,32
49,33
49,34
15,30
15,31
15,32
15,33
15,34
16,29
16,30
16,31
16,32
16,33
16,34
16,35
17,28
17,29
17,30
17,31
17,32
17,33
17,34
17,35
17,36
18,28
18,29
18,30
18,31
18,32
18,33
18,34
18,35
18,36
19,28
19,29
19,30
19,31
19,32
19,33
19,34
19,35
19,36
20,28
20,29
20,30
20,31
20,32
20,33
20,34
20,35
20,36
21,28
21,29
21,30
21,31
21,32
21,33
21,34
21,35
21,36
22,29
22,30
22,31
22,32
22,33
22,34
22,35
23,30
23,31
23,32
23,33
23,34
45,45
46,44
46,45
46,46
47,44
47,45
47,46
47,47
48,44
48,45
48,46
48,47
48,48
49,44
49,45
49,46
49,47
49,48
49,49
50,45
50,46
50,47
50,48
50,49
50,50
51,46
51,47
51,48
51,49
13,46
13,47
13,48
13,49
14,45
14,46
14,47
14,48
14,49
14,50
15,44
15,45
15,46
15,47
15,48
15,49
16,44
16,45
16,46
16,47
16,48
17,44
17,45
17,46
17,47
18,44
18,45
18,46
19,45
45,19
46,18
46,19
46,20
47,17
47,18
47,19
47,20
48,16
48,17
48,18
48,19
48,20
49,15
49,16
49,17
49,18
49,19
49,20
50,14
50,15
50,16
50,17
50,18
50,19
51,15
51,16
51,17
51,18
13,15
13,16
13,17
13,18
14,14
14,15
14,16
14,17
14,18
14,19
15,15
15,16
15,17
15,18
15,19
15,20
16,16
16,17
16,18
16,19
16,20
17,17
17,18
17,19
17,20
18,18
18,19
18,20
19,19
